begin ; end ; doc_id ; buch ; quote ; coref ; overlap ;ek ;ek2 ; ds ; space; segnr ; em ; klasse ; xrange;;
1163;1184;9;4;der künec Tampenteire;Tampenteire;0;0;0;0;R_AVT;180;0;"[""PER""]";"[{""endOffset"":21,""startOffset"":0,""start"":""1163"",""end"":""1163""}]";"[{""endOffset"":21,""startOffset"":0,""start"":""\/div[45]"",""end"":""\/div[45]""}]";11631184
1202;1210;9;4;sîn kint;Cundwîr âmûrs;0;0;0;0;R_AVT;180;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":17,""start"":""1185"",""end"":""1185""}]";"[{""endOffset"":25,""startOffset"":17,""start"":""\/div[46]"",""end"":""\/div[46]""}]";12021210
1219;1228;9;4;vil liute;# unbestimmt (multi);0;0;0;0;R_AVT;180;0;"[""PER""]";"[{""endOffset"":16,""startOffset"":7,""start"":""1212"",""end"":""1212""}]";"[{""endOffset"":16,""startOffset"":7,""start"":""\/div[47]"",""end"":""\/div[47]""}]";12191228
1664;1685;9;4;sehzec ritter oder mê;# unbestimmt (multi);0;0;0;0;R_AVT;181;0;"[""PER""]";"[{""endOffset"":21,""startOffset"":0,""start"":""1664"",""end"":""1664""}]";"[{""endOffset"":21,""startOffset"":0,""start"":""\/div[63]"",""end"":""\/div[63]""}]";16641685
1812;1819;9;4;Clâmidê;Clâmidê;0;0;0;0;R_AVT;181;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":18,""start"":""1794"",""end"":""1794""}]";"[{""endOffset"":25,""startOffset"":18,""start"":""\/div[68]"",""end"":""\/div[68]""}]";18121819
1891;1907;9;4;disen jungen man;Parzivâl;0;0;0;0;R_AVT;181;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":6,""start"":""1885"",""end"":""1885""}]";"[{""endOffset"":22,""startOffset"":6,""start"":""\/div[71]"",""end"":""\/div[71]""}]";18911907
2262;2272;9;4;die ritter;# unbestimmt (multi);0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":""2262"",""end"":""2262""}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[84]"",""end"":""\/div[84]""}]";22622272
2392;2400;9;4;Parzivâl;Parzivâl;0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":18,""start"":""2374"",""end"":""2374""}]";"[{""endOffset"":26,""startOffset"":18,""start"":""\/div[88]"",""end"":""\/div[88]""}]";23922400
2657;2681;9;4;ein juncvrouwe wol gevar;# unbestimmt (einzel);0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":4,""start"":""2653"",""end"":""2653""}]";"[{""endOffset"":28,""startOffset"":4,""start"":""\/div[97]"",""end"":""\/div[97]""}]";26572681
2705;2713;9;4;diu magt;# unbestimmt (einzel);0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":22,""start"":""2683"",""end"":""2683""}]";"[{""endOffset"":30,""startOffset"":22,""start"":""\/div[98]"",""end"":""\/div[98]""}]";27052713
2714;2722;9;4;den helt;Parzivâl;0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":8,""startOffset"":0,""start"":""2714"",""end"":""2714""}]";"[{""endOffset"":8,""startOffset"":0,""start"":""\/div[99]"",""end"":""\/div[99]""}]";27142722
2741;2764;9;4;Diu schoene zühte rîche;Cundwîr âmûrs;0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":0,""start"":""2741"",""end"":""2741""}]";"[{""endOffset"":23,""startOffset"":0,""start"":""\/div[100]"",""end"":""\/div[100]""}]";27412764
2802;2807;9;4;hêrre;Parzivâl;0;0;0;1;R_AVT;182;0;"[""PER""]";"[{""endOffset"":16,""startOffset"":11,""start"":""2791"",""end"":""2791""}]";"[{""endOffset"":16,""startOffset"":11,""start"":""\/div[102]"",""end"":""\/div[102]""}]";28022807
2884;2907;9;4;zornec ellenthaftez her;# unbestimmt (multi);0;0;0;1;R_AVT;182;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":0,""start"":""2884"",""end"":""2884""}]";"[{""endOffset"":23,""startOffset"":0,""start"":""\/div[105]"",""end"":""\/div[105]""}]";28842907
2924;2929;9;4;vrowe;Cundwîr âmûrs;0;0;0;1;R_AVT;182;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":14,""start"":""2910"",""end"":""2910""}]";"[{""endOffset"":19,""startOffset"":14,""start"":""\/div[106]"",""end"":""\/div[106]""}]";29242929
2940;2961;9;4;ein mander iu dienet;Parzivâl;0;0;0;1;R_AVT;182;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":30,""start"":""2910"",""end"":""2948""}]";"[{""endOffset"":13,""startOffset"":30,""start"":""\/div[106]"",""end"":""\/div[107]""}]";29402961
3044;3052;9;4;diu magt;# unbestimmt (einzel);0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":9,""start"":""3035"",""end"":""3035""}]";"[{""endOffset"":17,""startOffset"":9,""start"":""\/div[110]"",""end"":""\/div[110]""}]";30443052
3067;3080;9;4;die küneginne;Cundwîr âmûrs;0;0;0;0;R_AVT;182;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":4,""start"":""3063"",""end"":""3063""}]";"[{""endOffset"":17,""startOffset"":4,""start"":""\/div[111]"",""end"":""\/div[111]""}]";30673080
3198;3224;9;4;von bovel ein grôziu schar;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":33,""startOffset"":7,""start"":""3191"",""end"":""3191""}]";"[{""endOffset"":33,""startOffset"":7,""start"":""\/div[117]"",""end"":""\/div[117]""}]";31983224
3250;3259;9;4;slingaere;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""3250"",""end"":""3250""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[119]"",""end"":""\/div[119]""}]";32503259
3264;3274;9;4;patelierre;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":14,""start"":""3250"",""end"":""3250""}]";"[{""endOffset"":24,""startOffset"":14,""start"":""\/div[119]"",""end"":""\/div[119]""}]";32643274
3307;3331;9;4;arger schützen harte vil;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":4,""start"":""3303"",""end"":""3303""}]";"[{""endOffset"":28,""startOffset"":4,""start"":""\/div[121]"",""end"":""\/div[121]""}]";33073331
3363;3457;9;4;vil küener sarjande,der besten von dem lande,mit langen starken lanzenschärpfen unde ganzen;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":21,""startOffset"":0,""start"":""3363"",""end"":""3436""}]";"[{""endOffset"":21,""startOffset"":0,""start"":""\/div[123]"",""end"":""\/div[126]""}]";33633457
3503;3544;9;4;manec koufmanmit hâschen und mit gabilôt;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":15,""start"":""3488"",""end"":""3517""}]";"[{""endOffset"":27,""startOffset"":15,""start"":""\/div[128]"",""end"":""\/div[129]""}]";35033544
3608;3621;9;4;der küneginne;Cundwîr âmûrs;1;0;0;0;R_HOF;183;1;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":""3608"",""end"":""3608""}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[132]"",""end"":""\/div[132]""}]";36083621
3608;3631;9;4;der küneginne marschalc;# unbestimmt (einzel);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":0,""start"":""3608"",""end"":""3608""}]";"[{""endOffset"":23,""startOffset"":0,""start"":""\/div[132]"",""end"":""\/div[132]""}]";36083631
3835;3883;9;4;ritter die in enpfiengen.die riten unde giengen;# unbestimmt (multi);0;0;0;0;R_HOF;183;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":0,""start"":""3835"",""end"":""3861""}]";"[{""endOffset"":22,""startOffset"":0,""start"":""\/div[141]"",""end"":""\/div[142]""}]";38353883
3894;3915;9;4;diu jaemerlîche schar;# unbestimmt (multi);0;0;0;0;R_HOF;184;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":9,""start"":""3885"",""end"":""3885""}]";"[{""endOffset"":30,""startOffset"":9,""start"":""\/div[144]"",""end"":""\/div[144]""}]";38943915
3962;3993;9;4;min hêrre der grâf von Wertheim;# extradiegetisch;0;1;0;0;R_HOF;184;0;"[""PER""]";"[{""endOffset"":31,""startOffset"":0,""start"":""3962"",""end"":""3962""}]";"[{""endOffset"":31,""startOffset"":0,""start"":""\/div[147]"",""end"":""\/div[147]""}]";39623993
4444;4490;9;4;ein werder man,der stolze künec von Brandigân;Clâmidê;0;0;0;0;R_HOF;184;0;"[""PER""]";"[{""endOffset"":30,""startOffset"":13,""start"":""4431"",""end"":""4460""}]";"[{""endOffset"":30,""startOffset"":13,""start"":""\/div[162]"",""end"":""\/div[163]""}]";44444490
4502;4510;9;4;Clâmidês;Clâmidê;0;0;0;0;R_HOF;184;0;"[""PER""]";"[{""endOffset"":18,""startOffset"":10,""start"":""4492"",""end"":""4492""}]";"[{""endOffset"":18,""startOffset"":10,""start"":""\/div[164]"",""end"":""\/div[164]""}]";45024510
4960;4982;9;4;Wolfram von Eschenbach;# extradiegetisch;0;1;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":4,""start"":""4956"",""end"":""4956""}]";"[{""endOffset"":26,""startOffset"":4,""start"":""\/div[181]"",""end"":""\/div[181]""}]";49604982
5114;5122;9;4;diu diet;# unbestimmt (multi);0;0;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":15,""startOffset"":7,""start"":""5107"",""end"":""5107""}]";"[{""endOffset"":15,""startOffset"":7,""start"":""\/div[186]"",""end"":""\/div[186]""}]";51145122
5140;5162;9;4;die helde triwen rîche;# unbestimmt (multi);0;0;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":0,""start"":""5140"",""end"":""5140""}]";"[{""endOffset"":22,""startOffset"":0,""start"":""\/div[187]"",""end"":""\/div[187]""}]";51405162
5288;5303;9;4;diu hôhste hant;Gott;0;1;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":31,""startOffset"":16,""start"":""5272"",""end"":""5272""}]";"[{""endOffset"":31,""startOffset"":16,""start"":""\/div[192]"",""end"":""\/div[192]""}]";52885303
5321;5330;9;4;den armen;# unbestimmt (multi);0;1;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":16,""start"":""5305"",""end"":""5305""}]";"[{""endOffset"":25,""startOffset"":16,""start"":""\/div[193]"",""end"":""\/div[193]""}]";53215330
5383;5403;9;4;ir gast ellens rîche;Parzivâl;0;0;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":20,""startOffset"":0,""start"":""5383"",""end"":""5383""}]";"[{""endOffset"":20,""startOffset"":0,""start"":""\/div[196]"",""end"":""\/div[196]""}]";53835403
5631;5640;9;4;z gesinde;# unbestimmt (multi);0;0;0;0;R_HOF;185;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":15,""start"":""5616"",""end"":""5616""}]";"[{""endOffset"":24,""startOffset"":15,""start"":""\/div[204]"",""end"":""\/div[204]""}]";56315640
5791;5806;9;4;ein werder gast;Parzivâl;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":29,""startOffset"":14,""start"":""5777"",""end"":""5777""}]";"[{""endOffset"":29,""startOffset"":14,""start"":""\/div[211]"",""end"":""\/div[211]""}]";57915806
5877;5886;9;4;dem helde;Parzivâl;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":13,""start"":""5864"",""end"":""5864""}]";"[{""endOffset"":22,""startOffset"":13,""start"":""\/div[214]"",""end"":""\/div[214]""}]";58775886
5955;5980;9;4;die küngîn, unser vrouwen;Cundwîr âmûrs;0;0;0;1;R_HOF;186;0;"[""PER""]";"[{""endOffset"":25,""startOffset"":0,""start"":""5955"",""end"":""5955""}]";"[{""endOffset"":25,""startOffset"":0,""start"":""\/div[217]"",""end"":""\/div[217]""}]";59555980
5991;6006;9;4;der helt staete;Parzivâl;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":23,""startOffset"":8,""start"":""5983"",""end"":""5983""}]";"[{""endOffset"":23,""startOffset"":8,""start"":""\/div[218]"",""end"":""\/div[218]""}]";59916006
6150;6163;9;4;der küneginne;Cundwîr âmûrs;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":4,""start"":""6146"",""end"":""6146""}]";"[{""endOffset"":17,""startOffset"":4,""start"":""\/div[224]"",""end"":""\/div[224]""}]";61506163
6205;6224;9;4;Von Katelangen Kyôt;Kyôt von Katelangen;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":0,""start"":""6205"",""end"":""6205""}]";"[{""endOffset"":19,""startOffset"":0,""start"":""\/div[226]"",""end"":""\/div[226]""}]";62056224
6229;6249;9;4;der werde Manpfilyôt;Manpfilyôt;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":4,""start"":""6225"",""end"":""6225""}]";"[{""endOffset"":24,""startOffset"":4,""start"":""\/div[227]"",""end"":""\/div[227]""}]";62296249
6278;6288;9;4;ir bruoder;Tampenteire;1;0;0;0;R_HOF;186;1;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":""6278"",""end"":""6278""}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[229]"",""end"":""\/div[229]""}]";62786288
6278;6293;9;4;ir bruoder kint;Cundwîr âmûrs;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":15,""startOffset"":0,""start"":""6278"",""end"":""6278""}]";"[{""endOffset"":15,""startOffset"":0,""start"":""\/div[229]"",""end"":""\/div[229]""}]";62786293
6310;6330;9;4;des landes küneginne;Cundwîr âmûrs;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":20,""startOffset"":0,""start"":""6310"",""end"":""6310""}]";"[{""endOffset"":20,""startOffset"":0,""start"":""\/div[230]"",""end"":""\/div[230]""}]";63106330
6342;6347;9;4;gotes;Gott;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":15,""startOffset"":10,""start"":""6332"",""end"":""6332""}]";"[{""endOffset"":15,""startOffset"":10,""start"":""\/div[231]"",""end"":""\/div[231]""}]";63426347
6395;6430;9;4;die vürsten wertgrâ unde wol gevar;Kyôt von Katelangen;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":18,""startOffset"":11,""start"":""6384"",""end"":""6412""}]";"[{""endOffset"":18,""startOffset"":11,""start"":""\/div[233]"",""end"":""\/div[234]""}]";63956430
6395;6430;9;4;die vürsten wertgrâ unde wol gevar;Manpfilyôt;0;0;0;0;R_HOF;186;0;"[""PER""]";"[{""endOffset"":18,""startOffset"":11,""start"":""6384"",""end"":""6412""}]";"[{""endOffset"":18,""startOffset"":11,""start"":""\/div[233]"",""end"":""\/div[234]""}]";63956430
6463;6474;9;4;die vrouwen;Cundwîr âmûrs;0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""6463"",""end"":""6463""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[237]"",""end"":""\/div[237]""}]";64636474
6509;6525;9;4;den werden degen;Parzivâl;0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":12,""start"":""6497"",""end"":""6497""}]";"[{""endOffset"":28,""startOffset"":12,""start"":""\/div[238]"",""end"":""\/div[238]""}]";65096525
6553;6564;9;4;diu künegîn;Cundwîr âmûrs;0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""6553"",""end"":""6553""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[240]"",""end"":""\/div[240]""}]";65536564
6581;6590;9;4;Parzivâln;Parzivâl;0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""6581"",""end"":""6581""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[241]"",""end"":""\/div[241]""}]";65816590
6635;6659;9;4;vrouwen unde rîterschaft;# unbestimmt (multi);0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":0,""start"":""6635"",""end"":""6635""}]";"[{""endOffset"":24,""startOffset"":0,""start"":""\/div[243]"",""end"":""\/div[243]""}]";66356659
6735;6746;9;4;daz gesinde;# unbestimmt (multi);0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""6735"",""end"":""6735""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[247]"",""end"":""\/div[247]""}]";67356746
6751;6761;9;4;diu wirtîn;Cundwîr âmûrs;0;0;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":16,""start"":""6735"",""end"":""6735""}]";"[{""endOffset"":26,""startOffset"":16,""start"":""\/div[247]"",""end"":""\/div[247]""}]";67516761
6763;6776;9;4;Condwîr âmûrs;Cundwîr âmûrs;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":""6763"",""end"":""6763""}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[248]"",""end"":""\/div[248]""}]";67636776
6817;6826;9;4;Jeschûten;Jeschûte;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""6817"",""end"":""6817""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[250]"",""end"":""\/div[250]""}]";68176826
6828;6834;9;4;Enîten;Enîde;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":11,""start"":""6817"",""end"":""6817""}]";"[{""endOffset"":17,""startOffset"":11,""start"":""\/div[250]"",""end"":""\/div[250]""}]";68286834
6840;6860;9;4;Cunnewâren de Lâlant;Cunnewâre;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":24,""startOffset"":4,""start"":""6836"",""end"":""6836""}]";"[{""endOffset"":24,""startOffset"":4,""start"":""\/div[251]"",""end"":""\/div[251]""}]";68406860
6966;6979;9;4;bêder Isalden;# extradiegetisch;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":17,""startOffset"":4,""start"":""6962"",""end"":""6962""}]";"[{""endOffset"":17,""startOffset"":4,""start"":""\/div[255]"",""end"":""\/div[255]""}]";69666979
7004;7017;9;4;Condwîr âmûrs;Cundwîr âmûrs;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":""7004"",""end"":""7004""}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[257]"",""end"":""\/div[257]""}]";70047017
7115;7125;9;4;disiu zwei;Parzivâl;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":4,""start"":""7111"",""end"":""7111""}]";"[{""endOffset"":14,""startOffset"":4,""start"":""\/div[261]"",""end"":""\/div[261]""}]";71157125
7115;7125;9;4;disiu zwei;Cundwîr âmûrs;0;1;0;0;R_HOF;187;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":4,""start"":""7111"",""end"":""7111""}]";"[{""endOffset"":14,""startOffset"":4,""start"":""\/div[261]"",""end"":""\/div[261]""}]";71157125
7260;7268;9;4;der gast;Parzivâl;0;0;0;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":8,""startOffset"":0,""start"":""7260"",""end"":""7260""}]";"[{""endOffset"":8,""startOffset"":0,""start"":""\/div[268]"",""end"":""\/div[268]""}]";72607268
7295;7300;9;4;Lîâze;Lîâze;0;0;0;1;R_HOF;188;0;"[""PER""]";"[{""endOffset"":6,""startOffset"":1,""start"":""7294"",""end"":""7294""}]";"[{""endOffset"":6,""startOffset"":1,""start"":""\/div[269]"",""end"":""\/div[269]""}]";72957300
7311;7316;9;4;Lîâze;Lîâze;0;0;0;1;R_HOF;188;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":17,""start"":""7294"",""end"":""7294""}]";"[{""endOffset"":22,""startOffset"":17,""start"":""\/div[269]"",""end"":""\/div[269]""}]";73117316
7334;7337;9;4;got;Gott;0;0;0;1;R_HOF;188;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":8,""start"":""7326"",""end"":""7326""}]";"[{""endOffset"":11,""startOffset"":8,""start"":""\/div[270]"",""end"":""\/div[270]""}]";73347337
7363;7398;9;4;Lîâzen,des werden Gurnemanzes kint;Lîâze;0;0;0;1;R_HOF;188;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":12,""start"":""7351"",""end"":""7371""}]";"[{""endOffset"":27,""startOffset"":12,""start"":""\/div[271]"",""end"":""\/div[272]""}]";73637398
7382;7393;9;4;Gurnemanzes;Gurnemanz;1;0;0;1;R_HOF;188;1;"[""PER""]";"[{""endOffset"":22,""startOffset"":11,""start"":""7371"",""end"":""7371""}]";"[{""endOffset"":22,""startOffset"":11,""start"":""\/div[272]"",""end"":""\/div[272]""}]";73827393
7401;7415;9;4;Lîâzen schoene;Lîâze;0;0;1;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":14,""startOffset"":0,""start"":""7401"",""end"":""7401""}]";"[{""endOffset"":14,""startOffset"":0,""start"":""\/div[273]"",""end"":""\/div[273]""}]";74017415
7434;7516;9;4;der meide diu hie saz,an der got wunsches niht vergaz(diu was des landes vrouwe);Cundwîr âmûrs;0;0;1;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":5,""start"":""7429"",""end"":""7489""}]";"[{""endOffset"":27,""startOffset"":5,""start"":""\/div[274]"",""end"":""\/div[276]""}]";74347516
7464;7467;9;4;got;Gott;1;0;1;0;R_HOF;188;1;"[""PER""]";"[{""endOffset"":10,""startOffset"":7,""start"":""7457"",""end"":""7457""}]";"[{""endOffset"":10,""startOffset"":7,""start"":""\/div[275]"",""end"":""\/div[275]""}]";74647467
7635;7643;9;4;ir gaste;Parzivâl;0;0;0;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":11,""start"":""7624"",""end"":""7624""}]";"[{""endOffset"":19,""startOffset"":11,""start"":""\/div[281]"",""end"":""\/div[281]""}]";76357643
7695;7714;9;4;der werde Gurnamanz;Gurnemanz;0;0;0;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":26,""startOffset"":7,""start"":""7688"",""end"":""7688""}]";"[{""endOffset"":26,""startOffset"":7,""start"":""\/div[283]"",""end"":""\/div[283]""}]";76957714
7800;7819;9;4;der küneginne rîche;Cundwîr âmûrs;0;0;0;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":22,""startOffset"":3,""start"":""7797"",""end"":""7797""}]";"[{""endOffset"":22,""startOffset"":3,""start"":""\/div[287]"",""end"":""\/div[287]""}]";78007819
7824;7832;9;4;sîn munt;Parzivâl;0;0;0;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":12,""startOffset"":4,""start"":""7820"",""end"":""7820""}]";"[{""endOffset"":12,""startOffset"":4,""start"":""\/div[288]"",""end"":""\/div[288]""}]";78247832
7936;7949;9;4;Diu küneginne;Cundwîr âmûrs;0;0;0;0;R_HOF;188;0;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":""7936"",""end"":""7936""}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[292]"",""end"":""\/div[292]""}]";79367949
7986;7995;9;4;dirre man;Parzivâl;0;0;0;1;R_HOF;188;0;"[""PER""]";"[{""endOffset"":33,""startOffset"":24,""start"":""7962"",""end"":""7962""}]";"[{""endOffset"":33,""startOffset"":24,""start"":""\/div[293]"",""end"":""\/div[293]""}]";79867995
8280;8289;9;4;zir gaste;Parzivâl;0;0;0;0;R_HOF;189;0;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""8280"",""end"":""8280""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[304]"",""end"":""\/div[304]""}]";82808289
8297;8308;9;4;diu künegîn;Cundwîr âmûrs;0;0;0;0;R_HOF;189;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":17,""start"":""8280"",""end"":""8280""}]";"[{""endOffset"":28,""startOffset"":17,""start"":""\/div[304]"",""end"":""\/div[304]""}]";82978308
8310;8315;9;4;hêrre;Parzivâl;0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":6,""startOffset"":1,""start"":""8309"",""end"":""8309""}]";"[{""endOffset"":6,""startOffset"":1,""start"":""\/div[305]"",""end"":""\/div[305]""}]";83108315
8412;8430;9;4;ein juncvrouwe mîn;# unbestimmt (einzel);0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":10,""start"":""8402"",""end"":""8402""}]";"[{""endOffset"":28,""startOffset"":10,""start"":""\/div[308]"",""end"":""\/div[308]""}]";84128430
8495;8500;9;4;hêrre;Parzivâl;0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":5,""startOffset"":0,""start"":""8495"",""end"":""8495""}]";"[{""endOffset"":5,""startOffset"":0,""start"":""\/div[311]"",""end"":""\/div[311]""}]";84958500
8551;8557;9;4;vrouwe;Cundwîr âmûrs;0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":7,""startOffset"":1,""start"":""8550"",""end"":""8550""}]";"[{""endOffset"":7,""startOffset"":1,""start"":""\/div[313]"",""end"":""\/div[313]""}]";85518557
8586;8642;9;4;einem man, den ich in klageliez, mit triwen âne schranz;Gurnemanz;0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":28,""startOffset"":4,""start"":""8582"",""end"":""8614""}]";"[{""endOffset"":28,""startOffset"":4,""start"":""\/div[314]"",""end"":""\/div[315]""}]";85868642
8644;8654;9;4;der vürste;Gurnemanz;0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":""8644"",""end"":""8644""}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[316]"",""end"":""\/div[316]""}]";86448654
8662;8684;9;4;Gurnamanz,von Grâharz;Gurnemanz;0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":18,""start"":""8644"",""end"":""8673""}]";"[{""endOffset"":11,""startOffset"":18,""start"":""\/div[316]"",""end"":""\/div[317]""}]";86628684
8750;8764;9;4;diu werde magt;Cundwîr âmûrs;0;0;0;0;R_HOF;189;0;"[""PER""]";"[{""endOffset"":27,""startOffset"":13,""start"":""8737"",""end"":""8737""}]";"[{""endOffset"":27,""startOffset"":13,""start"":""\/div[319]"",""end"":""\/div[319]""}]";87508764
8876;8884;9;4;mîn bote;# unbestimmt (einzel);0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":19,""startOffset"":11,""start"":""8865"",""end"":""8865""}]";"[{""endOffset"":19,""startOffset"":11,""start"":""\/div[323]"",""end"":""\/div[323]""}]";88768884
8935;8946;9;4;Sîn swester;# unbestimmt (einzel);0;0;0;1;R_HOF;189;0;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""8935"",""end"":""8935""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[325]"",""end"":""\/div[325]""}]";89358946
