begin ; end ; doc_id ; buch ; quote ; coref ; overlap ;ek ;ek2 ; ds ; space; segnr ; em ; klasse ; xrange;;
27187;27193;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;65;null;"[""PER""]";"[{""endOffset"":8,""startOffset"":2,""start"":27185,""end"":27185}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1021]"",""end"":""\/div[1021]""}]";271897193
27380;27383;65;2;got;# Gott;null;0;0;1;R_QUE;65;null;"[""PER""]";"[{""endOffset"":9,""startOffset"":6,""start"":27374,""end"":27374}]";"[{""endOffset"":9,""startOffset"":6,""start"":""\/div[1027]"",""end"":""\/div[1027]""}]";273827383
27453;27459;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;65;null;"[""PER""]";"[{""endOffset"":8,""startOffset"":2,""start"":27451,""end"":27451}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1030]"",""end"":""\/div[1030]""}]";274557459
27792;27798;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;66;null;"[""PER""]";"[{""endOffset"":8,""startOffset"":2,""start"":27790,""end"":27790}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1041]"",""end"":""\/div[1041]""}]";277947798
27891;27898;65;2;ein man;Îwein;null;0;0;1;R_QUE;66;null;"[""PER""]";"[{""endOffset"":22,""startOffset"":15,""start"":""27876"",""end"":""27876""}]";"[{""endOffset"":22,""startOffset"":15,""start"":""\/div[1045]"",""end"":""\/div[1045]""}]";278937898
27907;27919;65;2;mînem herren;Ascalôn;null;0;0;1;R_QUE;66;null;"[""PER""]";"[{""endOffset"":20,""startOffset"":8,""start"":""27899"",""end"":""27899""}]";"[{""endOffset"":20,""startOffset"":8,""start"":""\/div[1046]"",""end"":""\/div[1046]""}]";279097919
28063;28072;65;2;mîn herre;Ascalôn;null;0;0;1;R_QUE;66;null;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""28063"",""end"":""28063""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[1052]"",""end"":""\/div[1052]""}]";280658072
28480;28486;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;67;null;"[""PER""]";"[{""endOffset"":6,""startOffset"":0,""start"":28480,""end"":28480}]";"[{""endOffset"":6,""startOffset"":0,""start"":""\/div[1067]"",""end"":""\/div[1067]""}]";284828486
28556;28559;65;2;got;# Gott;null;0;0;1;R_QUE;67;null;"[""PER""]";"[{""endOffset"":18,""startOffset"":15,""start"":28541,""end"":28541}]";"[{""endOffset"":18,""startOffset"":15,""start"":""\/div[1069]"",""end"":""\/div[1069]""}]";285588559
28666;28669;65;2;got;# Gott;null;0;0;1;R_QUE;67;null;"[""PER""]";"[{""endOffset"":7,""startOffset"":4,""start"":28662,""end"":28662}]";"[{""endOffset"":7,""startOffset"":4,""start"":""\/div[1073]"",""end"":""\/div[1073]""}]";286688669
28757;28774;65;2;dem verborgen man;Îwein;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":21,""startOffset"":4,""start"":28753,""end"":28753}]";"[{""endOffset"":21,""startOffset"":4,""start"":""\/div[1076]"",""end"":""\/div[1076]""}]";287598774
28806;28815;65;2;ir vrouwe;Laudîne;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":13,""startOffset"":4,""start"":28802,""end"":28802}]";"[{""endOffset"":13,""startOffset"":4,""start"":""\/div[1078]"",""end"":""\/div[1078]""}]";288088815
28951;28960;65;2;Îwein;Îwein;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":28960,""startOffset"":28951,""start"":0,""end"":0}]";"[{""endOffset"":18,""startOffset"":13,""start"":""\/div[1085]"",""end"":""\/div[1085]""}]";289538960
28968;28977;65;2;diu maget;Lûnete;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":28968,""end"":28968}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[1086]"",""end"":""\/div[1086]""}]";289708977
28982;28991;65;2;her Îwein;Îwein;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":23,""startOffset"":14,""start"":28968,""end"":28968}]";"[{""endOffset"":23,""startOffset"":14,""start"":""\/div[1086]"",""end"":""\/div[1086]""}]";289848991
29058;29068;65;2;ir vrouwen;Laudîne;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":6,""start"":""29052"",""end"":""29052""}]";"[{""endOffset"":16,""startOffset"":6,""start"":""\/div[1089]"",""end"":""\/div[1089]""}]";290609068
29114;29124;65;2;diu vrouwe;Laudîne;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":13,""startOffset"":3,""start"":29111,""end"":29111}]";"[{""endOffset"":13,""startOffset"":3,""start"":""\/div[1092]"",""end"":""\/div[1092]""}]";291169124
29125;29133;65;2;ir maget;Lûnete;null;0;0;0;R_QUE;67;null;"[""PER""]";"[{""endOffset"":22,""startOffset"":14,""start"":""29111"",""end"":""29111""}]";"[{""endOffset"":22,""startOffset"":14,""start"":""\/div[1092]"",""end"":""\/div[1092]""}]";291279133
29776;29785;65;2;mîn herre;Ascalôn;null;0;0;1;R_QUE;68;null;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":""29776"",""end"":""29776""}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[1116]"",""end"":""\/div[1116]""}]";297789785
30100;30109;65;2;mîn herre;Ascalôn;null;0;0;1;R_QUE;69;null;"[""PER""]";"[{""endOffset"":9,""startOffset"":0,""start"":30100,""end"":30100}]";"[{""endOffset"":9,""startOffset"":0,""start"":""\/div[1129]"",""end"":""\/div[1129]""}]";301030109
30652;30666;65;2;des selben man;Îwein;null;0;0;1;R_QUE;69;null;"[""PER""]";"[{""endOffset"":31,""startOffset"":17,""start"":""30635"",""end"":""30635""}]";"[{""endOffset"":31,""startOffset"":17,""start"":""\/div[1148]"",""end"":""\/div[1148]""}]";306550666
30675;30683;65;2;den wirt;Ascalôn;null;0;0;1;R_QUE;69;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":8,""start"":30667,""end"":30667}]";"[{""endOffset"":16,""startOffset"":8,""start"":""\/div[1149]"",""end"":""\/div[1149]""}]";306780683
30890;30898;65;2;ir maget;Lûnete;null;0;0;0;R_QUE;70;null;"[""PER""]";"[{""endOffset"":15,""startOffset"":7,""start"":30883,""end"":30883}]";"[{""endOffset"":15,""startOffset"":7,""start"":""\/div[1157]"",""end"":""\/div[1157]""}]";308930898
31070;31080;65;2;diu vrouwe;Laudîne;null;0;0;0;R_QUE;70;null;"[""PER""]";"[{""endOffset"":19,""startOffset"":9,""start"":31061,""end"":31061}]";"[{""endOffset"":19,""startOffset"":9,""start"":""\/div[1164]"",""end"":""\/div[1164]""}]";310731080
31179;31182;65;2;got;# Gott;null;0;0;1;R_QUE;70;null;"[""PER""]";"[{""endOffset"":20,""startOffset"":17,""start"":31162,""end"":31162}]";"[{""endOffset"":20,""startOffset"":17,""start"":""\/div[1169]"",""end"":""\/div[1169]""}]";311821182
31192;31199;65;2;der man;Îwein;null;0;0;1;R_QUE;70;null;"[""PER""]";"[{""endOffset"":37,""startOffset"":30,""start"":31162,""end"":31162}]";"[{""endOffset"":37,""startOffset"":30,""start"":""\/div[1169]"",""end"":""\/div[1169]""}]";311951199
31287;31299;65;2;mînen herren;Ascalôn;null;0;0;1;R_QUE;70;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":4,""start"":""31283"",""end"":""31283""}]";"[{""endOffset"":16,""startOffset"":4,""start"":""\/div[1173]"",""end"":""\/div[1173]""}]";312901299
31476;31483;65;2;den man der mînen herren;Îwein;null;0;0;1;R_QUE;70;null;"[""PER""]";"[{""endOffset"":31483,""startOffset"":31476,""start"":0,""end"":0}]";"[{""endOffset"":16,""startOffset"":20,""start"":""\/div[1179]"",""end"":""\/div[1180]""}]";314791483
31488;31500;65;2;mînen herren;Ascalôn;null;0;0;1;R_QUE;70;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":4,""start"":""31484"",""end"":""31484""}]";"[{""endOffset"":16,""startOffset"":4,""start"":""\/div[1180]"",""end"":""\/div[1180]""}]";314911500
31841;31847;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":8,""startOffset"":2,""start"":31839,""end"":31839}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1192]"",""end"":""\/div[1192]""}]";318441847
31859;31868;65;2;Îwein;Îwein;null;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":31868,""startOffset"":31859,""start"":0,""end"":0}]";"[{""endOffset"":29,""startOffset"":24,""start"":""\/div[1192]"",""end"":""\/div[1192]""}]";318621868
31973;31994;65;2;sun des künec Urjênes;Îwein;overlap_max;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":28,""startOffset"":7,""start"":""31966"",""end"":""31966""}]";"[{""endOffset"":28,""startOffset"":7,""start"":""\/div[1196]"",""end"":""\/div[1196]""}]";319761994
31977;31994;65;2;des künec Urjênes;Urjên;overlap;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":28,""startOffset"":11,""start"":31966,""end"":31966}]";"[{""endOffset"":28,""startOffset"":11,""start"":""\/div[1196]"",""end"":""\/div[1196]""}]";319801994
32095;32102;65;2;geselle;Lûnete;null;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":22,""startOffset"":15,""start"":""32080"",""end"":""32080""}]";"[{""endOffset"":22,""startOffset"":15,""start"":""\/div[1200]"",""end"":""\/div[1200]""}]";320982102
32202;32208;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":8,""startOffset"":2,""start"":32200,""end"":32200}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1204]"",""end"":""\/div[1204]""}]";322052208
32247;32250;65;2;got;# Gott;null;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":17,""startOffset"":14,""start"":32233,""end"":32233}]";"[{""endOffset"":17,""startOffset"":14,""start"":""\/div[1205]"",""end"":""\/div[1205]""}]";322502250
32372;32378;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;71;null;"[""PER""]";"[{""endOffset"":21,""startOffset"":15,""start"":32357,""end"":32357}]";"[{""endOffset"":21,""startOffset"":15,""start"":""\/div[1210]"",""end"":""\/div[1210]""}]";323752378
32590;32600;65;2;mîn garzûn;# unbestimmt (einzel) ;null;0;0;1;R_QUE;72;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":32590,""end"":32590}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[1218]"",""end"":""\/div[1218]""}]";325932600
32990;33001;65;2;trûtgeselle;Lûnete;null;0;0;1;R_QUE;72;null;"[""PER""]";"[{""endOffset"":25,""startOffset"":14,""start"":""32976"",""end"":""32976""}]";"[{""endOffset"":25,""startOffset"":14,""start"":""\/div[1232]"",""end"":""\/div[1232]""}]";329933001
33016;33022;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;72;null;"[""PER""]";"[{""endOffset"":17,""startOffset"":11,""start"":33005,""end"":33005}]";"[{""endOffset"":17,""startOffset"":11,""start"":""\/div[1233]"",""end"":""\/div[1233]""}]";330193022
33079;33090;65;2;iuwer liute;# unbestimmt (multi) ;null;0;0;1;R_QUE;72;null;"[""PER""]";"[{""endOffset"":20,""startOffset"":9,""start"":""33070"",""end"":""33070""}]";"[{""endOffset"":20,""startOffset"":9,""start"":""\/div[1235]"",""end"":""\/div[1235]""}]";330823090
33343;33354;65;2;trûtgeselle;Lûnete;null;0;0;1;R_QUE;72;null;"[""PER""]";"[{""endOffset"":22,""startOffset"":11,""start"":""33332"",""end"":""33332""}]";"[{""endOffset"":22,""startOffset"":11,""start"":""\/div[1245]"",""end"":""\/div[1245]""}]";333463354
33425;33435;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;73;null;"[""PER""]";"[{""endOffset"":33435,""startOffset"":33425,""start"":0,""end"":0}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1249]"",""end"":""\/div[1249]""}]";334283435
33760;33770;65;2;den garzûn;# unbestimmt (einzel) ;null;0;0;1;R_QUE;73;null;"[""PER""]";"[{""endOffset"":30,""startOffset"":20,""start"":33740,""end"":33740}]";"[{""endOffset"":30,""startOffset"":20,""start"":""\/div[1260]"",""end"":""\/div[1260]""}]";337633770
33806;33817;65;2;mînen boten;# unbestimmt (einzel) ;null;0;0;1;R_QUE;73;null;"[""PER""]";"[{""endOffset"":11,""startOffset"":0,""start"":""33806"",""end"":""33806""}]";"[{""endOffset"":11,""startOffset"":0,""start"":""\/div[1262]"",""end"":""\/div[1262]""}]";338093817
33903;33913;65;2;der garzûn;# unbestimmt (einzel) ;null;0;0;0;R_QUE;73;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":33903,""end"":33903}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[1266]"",""end"":""\/div[1266]""}]";339063913
34089;34099;65;2;diu vrouwe;Laudîne;null;0;0;0;R_QUE;73;null;"[""PER""]";"[{""endOffset"":18,""startOffset"":8,""start"":34081,""end"":34081}]";"[{""endOffset"":18,""startOffset"":8,""start"":""\/div[1272]"",""end"":""\/div[1272]""}]";340924099
34141;34151;65;2;der garzûn;# unbestimmt (einzel) ;null;0;0;0;R_QUE;73;null;"[""PER""]";"[{""endOffset"":14,""startOffset"":4,""start"":34137,""end"":34137}]";"[{""endOffset"":14,""startOffset"":4,""start"":""\/div[1274]"",""end"":""\/div[1274]""}]";341444151
34182;34191;65;2;diu maget;Lûnete;null;0;0;0;R_QUE;73;null;"[""PER""]";"[{""endOffset"":20,""startOffset"":11,""start"":34171,""end"":34171}]";"[{""endOffset"":20,""startOffset"":11,""start"":""\/div[1275]"",""end"":""\/div[1275]""}]";341854191
34192;34202;65;2;des rîters;Îwein;null;0;0;0;R_QUE;73;null;"[""PER""]";"[{""endOffset"":31,""startOffset"":21,""start"":""34171"",""end"":""34171""}]";"[{""endOffset"":31,""startOffset"":21,""start"":""\/div[1275]"",""end"":""\/div[1275]""}]";341954202
34218;34221;65;2;got;# Gott;null;0;0;0;R_QUE;73;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":7,""start"":34211,""end"":34211}]";"[{""endOffset"":10,""startOffset"":7,""start"":""\/div[1276]"",""end"":""\/div[1276]""}]";342214221
34336;34344;65;2;der wirt;Ascalôn;null;0;0;0;R_QUE;74;null;"[""PER""]";"[{""endOffset"":20,""startOffset"":12,""start"":34324,""end"":34324}]";"[{""endOffset"":20,""startOffset"":12,""start"":""\/div[1281]"",""end"":""\/div[1281]""}]";343394344
34538;34548;65;2;ir vrouwen;Laudîne;null;0;0;0;R_QUE;74;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":6,""start"":""34532"",""end"":""34532""}]";"[{""endOffset"":16,""startOffset"":6,""start"":""\/div[1289]"",""end"":""\/div[1289]""}]";345414548
34647;34659;65;2;iuwer garzûn;# unbestimmt (einzel) ;null;0;0;1;R_QUE;74;null;"[""PER""]";"[{""endOffset"":12,""startOffset"":0,""start"":""34647"",""end"":""34647""}]";"[{""endOffset"":12,""startOffset"":0,""start"":""\/div[1293]"",""end"":""\/div[1293]""}]";346504659
34758;34771;65;2;mîn her Îwein;Îwein;null;0;0;1;R_QUE;74;null;"[""PER""]";"[{""endOffset"":27,""startOffset"":14,""start"":34744,""end"":34744}]";"[{""endOffset"":27,""startOffset"":14,""start"":""\/div[1296]"",""end"":""\/div[1296]""}]";347614771
34858;34861;65;2;got;# Gott;null;0;0;1;R_QUE;74;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":13,""start"":34845,""end"":34845}]";"[{""endOffset"":16,""startOffset"":13,""start"":""\/div[1299]"",""end"":""\/div[1299]""}]";348614861
34885;34891;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;74;null;"[""PER""]";"[{""endOffset"":8,""startOffset"":2,""start"":34883,""end"":34883}]";"[{""endOffset"":8,""startOffset"":2,""start"":""\/div[1300]"",""end"":""\/div[1300]""}]";348884891
34922;34932;65;2;der garzûn;# unbestimmt (einzel) ;null;0;0;1;R_QUE;74;null;"[""PER""]";"[{""endOffset"":17,""startOffset"":7,""start"":34915,""end"":34915}]";"[{""endOffset"":17,""startOffset"":7,""start"":""\/div[1301]"",""end"":""\/div[1301]""}]";349254932
35014;35023;65;2;diu maget;Lûnete;null;0;0;0;R_QUE;74;null;"[""PER""]";"[{""endOffset"":12,""startOffset"":3,""start"":35011,""end"":35011}]";"[{""endOffset"":12,""startOffset"":3,""start"":""\/div[1304]"",""end"":""\/div[1304]""}]";350175023
35215;35225;65;2;mîn vrouwe;Laudîne;null;0;0;1;R_QUE;75;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":35215,""end"":35215}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[1312]"",""end"":""\/div[1312]""}]";352185225
35508;35522;65;2;ein her;# unbestimmt (multi) ;null;0;0;1;R_QUE;75;null;"[""PER""]";"[{""endOffset"":35522,""startOffset"":35508,""start"":0,""end"":0}]";"[{""endOffset"":28,""startOffset"":21,""start"":""\/div[1321]"",""end"":""\/div[1321]""}]";355115522
35740;35754;65;2;vil saelec wîp;Laudîne;null;0;0;1;R_QUE;75;null;"[""PER""]";"[{""endOffset"":28,""startOffset"":14,""start"":""35726"",""end"":""35726""}]";"[{""endOffset"":28,""startOffset"":14,""start"":""\/div[1330]"",""end"":""\/div[1330]""}]";357435754
35774;35781;65;2;mîn lîp;Îwein;null;0;0;1;R_QUE;75;null;"[""PER""]";"[{""endOffset"":25,""startOffset"":18,""start"":35756,""end"":35756}]";"[{""endOffset"":25,""startOffset"":18,""start"":""\/div[1331]"",""end"":""\/div[1331]""}]";357775781
36135;36144;65;2;diu maget;Lûnete;null;0;0;0;R_QUE;76;null;"[""PER""]";"[{""endOffset"":40,""startOffset"":31,""start"":36104,""end"":36104}]";"[{""endOffset"":40,""startOffset"":31,""start"":""\/div[1344]"",""end"":""\/div[1344]""}]";361386144
36147;36156;65;2;Îwein;Îwein;null;0;0;1;R_QUE;76;null;"[""PER""]";"[{""endOffset"":36156,""startOffset"":36147,""start"":0,""end"":0}]";"[{""endOffset"":11,""startOffset"":6,""start"":""\/div[1345]"",""end"":""\/div[1345]""}]";361506156
36284;36287;65;2;got;# Gott;null;0;0;1;R_QUE;76;null;"[""PER""]";"[{""endOffset"":15,""startOffset"":12,""start"":36272,""end"":36272}]";"[{""endOffset"":15,""startOffset"":12,""start"":""\/div[1349]"",""end"":""\/div[1349]""}]";362876287
36308;36326;65;2;ein sô schoene wîp;Laudîne;null;0;0;1;R_QUE;76;null;"[""PER""]";"[{""endOffset"":29,""startOffset"":11,""start"":""36297"",""end"":""36297""}]";"[{""endOffset"":29,""startOffset"":11,""start"":""\/div[1350]"",""end"":""\/div[1350]""}]";363116326
36328;36331;65;2;got;# Gott;null;0;0;1;R_QUE;76;null;"[""PER""]";"[{""endOffset"":3,""startOffset"":0,""start"":36328,""end"":36328}]";"[{""endOffset"":3,""startOffset"":0,""start"":""\/div[1351]"",""end"":""\/div[1351]""}]";363316331
36513;36523;65;2;mîn vrouwe;Laudîne;null;0;0;1;R_QUE;76;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":36513,""end"":36513}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[1358]"",""end"":""\/div[1358]""}]";365166523
36666;36702;65;2;den künec Ascalôn, ir vil lieben man;Ascalôn;null;0;0;1;R_QUE;76;null;"[""PER""]";"[{""endOffset"":17,""startOffset"":8,""start"":36658,""end"":36685}]";"[{""endOffset"":17,""startOffset"":8,""start"":""\/div[1363]"",""end"":""\/div[1364]""}]";366696702
37216;37226;65;2;saelec wîp;Laudîne;null;0;0;1;R_QUE;77;null;"[""PER""]";"[{""endOffset"":30,""startOffset"":20,""start"":""37196"",""end"":""37196""}]";"[{""endOffset"":30,""startOffset"":20,""start"":""\/div[1384]"",""end"":""\/div[1384]""}]";372197226
37371;37380;65;2;Îwein;Îwein;null;0;0;1;R_QUE;77;null;"[""PER""]";"[{""endOffset"":37380,""startOffset"":37371,""start"":0,""end"":0}]";"[{""endOffset"":9,""startOffset"":4,""start"":""\/div[1390]"",""end"":""\/div[1390]""}]";373747380
37802;37811;65;2;mînem her;# unbestimmt (multi) ;null;0;0;1;R_QUE;78;null;"[""PER""]";"[{""endOffset"":28,""startOffset"":19,""start"":37783,""end"":37783}]";"[{""endOffset"":28,""startOffset"":19,""start"":""\/div[1406]"",""end"":""\/div[1406]""}]";378057811
37821;37830;65;2;der künec;Ascalôn;null;0;0;1;R_QUE;78;null;"[""PER""]";"[{""endOffset"":17,""startOffset"":8,""start"":37813,""end"":37813}]";"[{""endOffset"":17,""startOffset"":8,""start"":""\/div[1407]"",""end"":""\/div[1407]""}]";378247830
37970;37982;65;2;mînen herren;Ascalôn;null;0;0;1;R_QUE;78;null;"[""PER""]";"[{""endOffset"":19,""startOffset"":7,""start"":""37963"",""end"":""37963""}]";"[{""endOffset"":19,""startOffset"":7,""start"":""\/div[1413]"",""end"":""\/div[1413]""}]";379737982
38042;38045;65;2;got;# Gott;null;0;0;1;R_QUE;78;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":13,""start"":38029,""end"":38029}]";"[{""endOffset"":16,""startOffset"":13,""start"":""\/div[1415]"",""end"":""\/div[1415]""}]";380458045
38315;38321;65;2;vrouwe;Laudîne;null;0;0;1;R_QUE;78;null;"[""PER""]";"[{""endOffset"":24,""startOffset"":18,""start"":38297,""end"":38297}]";"[{""endOffset"":24,""startOffset"":18,""start"":""\/div[1425]"",""end"":""\/div[1425]""}]";383188321
38426;38429;65;2;got;# Gott;null;0;0;1;R_QUE;78;null;"[""PER""]";"[{""endOffset"":3,""startOffset"":0,""start"":38426,""end"":38426}]";"[{""endOffset"":3,""startOffset"":0,""start"":""\/div[1429]"",""end"":""\/div[1429]""}]";384298429
38499;38510;65;2;diu künegîn;Laudîne;null;0;0;0;R_QUE;78;null;"[""PER""]";"[{""endOffset"":21,""startOffset"":10,""start"":38489,""end"":38489}]";"[{""endOffset"":21,""startOffset"":10,""start"":""\/div[1431]"",""end"":""\/div[1431]""}]";385028510
38519;38532;65;2;mîn her Îwein;Îwein;null;0;0;1;R_QUE;79;null;"[""PER""]";"[{""endOffset"":21,""startOffset"":8,""start"":38511,""end"":38511}]";"[{""endOffset"":21,""startOffset"":8,""start"":""\/div[1432]"",""end"":""\/div[1432]""}]";385228532
38756;38759;65;2;got;# Gott;null;0;0;1;R_QUE;79;null;"[""PER""]";"[{""endOffset"":30,""startOffset"":27,""start"":38729,""end"":38729}]";"[{""endOffset"":30,""startOffset"":27,""start"":""\/div[1440]"",""end"":""\/div[1440]""}]";387598759
39014;39027;65;2;diu küneginne;Laudîne;null;0;0;0;R_QUE;79;null;"[""PER""]";"[{""endOffset"":20,""startOffset"":7,""start"":39007,""end"":39007}]";"[{""endOffset"":20,""startOffset"":7,""start"":""\/div[1449]"",""end"":""\/div[1449]""}]";390179027
39143;39153;65;2;den liuten;# unbestimmt (multi) ;null;0;0;1;R_QUE;79;null;"[""PER""]";"[{""endOffset"":25,""startOffset"":15,""start"":39128,""end"":39128}]";"[{""endOffset"":25,""startOffset"":15,""start"":""\/div[1454]"",""end"":""\/div[1454]""}]";391469153
39181;39205;65;2;die besten über mîn lant;# unbestimmt (multi) ;null;0;0;1;R_QUE;79;null;"[""PER""]";"[{""endOffset"":24,""startOffset"":0,""start"":""39181"",""end"":""39181""}]";"[{""endOffset"":24,""startOffset"":0,""start"":""\/div[1456]"",""end"":""\/div[1456]""}]";391849205
39442;39456;65;2;den hern Îwein;Îwein;null;0;0;0;R_QUE;80;null;"[""PER""]";"[{""endOffset"":21,""startOffset"":7,""start"":39435,""end"":39435}]";"[{""endOffset"":21,""startOffset"":7,""start"":""\/div[1465]"",""end"":""\/div[1465]""}]";394459456
39668;39679;65;2;disen rîter her;Îwein;null;0;0;1;R_QUE;80;null;"[""PER""]";"[{""endOffset"":39679,""startOffset"":39668,""start"":0,""end"":0}]";"[{""endOffset"":28,""startOffset"":13,""start"":""\/div[1473]"",""end"":""\/div[1473]""}]";396719679
39688;39691;65;2;got;# Gott;null;0;0;1;R_QUE;80;null;"[""PER""]";"[{""endOffset"":6,""startOffset"":3,""start"":39685,""end"":39685}]";"[{""endOffset"":6,""startOffset"":3,""start"":""\/div[1474]"",""end"":""\/div[1474]""}]";396919691
39712;39722;65;2;mîn vrouwe;Laudîne;null;0;0;1;R_QUE;80;null;"[""PER""]";"[{""endOffset"":14,""startOffset"":4,""start"":39708,""end"":39708}]";"[{""endOffset"":14,""startOffset"":4,""start"":""\/div[1475]"",""end"":""\/div[1475]""}]";397159722
39793;39802;65;2;die liute;# unbestimmt (multi) ;null;0;0;0;R_QUE;80;null;"[""PER""]";"[{""endOffset"":15,""startOffset"":6,""start"":""39787"",""end"":""39787""}]";"[{""endOffset"":15,""startOffset"":6,""start"":""\/div[1478]"",""end"":""\/div[1478]""}]";397969802
39850;39860;65;2;diu vrouwe;Laudîne;null;0;0;0;R_QUE;80;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":39850,""end"":39850}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[1480]"",""end"":""\/div[1480]""}]";398539860
39861;39874;65;2;ir truhsaezen;# unbestimmt (einzel) ;null;0;0;0;R_QUE;80;null;"[""PER""]";"[{""endOffset"":24,""startOffset"":11,""start"":""39850"",""end"":""39850""}]";"[{""endOffset"":24,""startOffset"":11,""start"":""\/div[1480]"",""end"":""\/div[1480]""}]";398649874
39959;39968;65;2;disen man;Îwein;null;0;0;0;R_QUE;80;null;"[""PER""]";"[{""endOffset"":19,""startOffset"":10,""start"":39949,""end"":39949}]";"[{""endOffset"":19,""startOffset"":10,""start"":""\/div[1484]"",""end"":""\/div[1484]""}]";399629968
40267;40280;65;2;der truhsaeze;# unbestimmt (einzel) ;null;0;0;0;R_QUE;81;null;"[""PER""]";"[{""endOffset"":16,""startOffset"":3,""start"":""40264"",""end"":""40264""}]";"[{""endOffset"":16,""startOffset"":3,""start"":""\/div[1496]"",""end"":""\/div[1496]""}]";402710280
40288;40301;65;2;sîner vrouwen;Laudîne;null;0;0;0;R_QUE;81;null;"[""PER""]";"[{""endOffset"":13,""startOffset"":0,""start"":40288,""end"":40288}]";"[{""endOffset"":13,""startOffset"":0,""start"":""\/div[1497]"",""end"":""\/div[1497]""}]";402920301
40378;40393;65;2;der künec Artûs;Artûs;null;0;0;0;R_QUE;81;null;"[""PER""]";"[{""endOffset"":15,""startOffset"":0,""start"":40378,""end"":40378}]";"[{""endOffset"":15,""startOffset"":0,""start"":""\/div[1500]"",""end"":""\/div[1500]""}]";403820393
40402;40405;65;2;her;# unbestimmt (multi) ;null;0;0;0;R_QUE;81;null;"[""PER""]";"[{""endOffset"":27,""startOffset"":24,""start"":40378,""end"":40378}]";"[{""endOffset"":27,""startOffset"":24,""start"":""\/div[1500]"",""end"":""\/div[1500]""}]";404060405
40522;40532;65;2;des rîters;Îwein;null;0;0;0;R_QUE;81;null;"[""PER""]";"[{""endOffset"":10,""startOffset"":0,""start"":""40522"",""end"":""40522""}]";"[{""endOffset"":10,""startOffset"":0,""start"":""\/div[1505]"",""end"":""\/div[1505]""}]";405260532
