begin ; end ; doc_id ; buch ; quote ; coref ; overlap ;ek ;ek2 ; ds ; space; segnr ; em ; klasse ; xrange
2856;2872;97;1;der herre Anseis;Anseîs;null;0;0;0;R_AAC;4;null;["PER"];[{"endOffset":23,"startOffset":7,"start":2849,"end":2849}];[{"endOffset":23,"startOffset":7,"start":"\/div[115]","end":"\/div[115]"}];28562872;
2898;2913;97;1;Gerges der mare;Gergers;null;0;0;0;R_AAC;4;null;["PER"];[{"endOffset":15,"startOffset":0,"start":"2898","end":"2898"}];[{"endOffset":15,"startOffset":0,"start":"\/div[117]","end":"\/div[117]"}];28982913;
2961;2977;97;1;Wernes der graue;null;overlap;0;0;0;R_AAC;4;null;["PER"];[{"endOffset":16,"startOffset":0,"start":"2961","end":"2961"}];[{"endOffset":16,"startOffset":0,"start":"\/div[120]","end":"\/div[120]"}];29612977;
2961;2999;97;1;Wernes der graue, der furte Waschonier;Wernes;overlap_max;0;0;0;R_AAC;4;null;["PER"];[{"endOffset":20,"startOffset":0,"start":2961,"end":2979}];[{"endOffset":20,"startOffset":0,"start":"\/div[120]","end":"\/div[121]"}];29612999;
2989;2999;97;1;Waschonier;null;overlap;0;0;0;R_AAC;4;null;["PER"];[{"endOffset":20,"startOffset":10,"start":"2979","end":"2979"}];[{"endOffset":20,"startOffset":10,"start":"\/div[121]","end":"\/div[121]"}];29892999;
3030;3038;97;1;Engelirs;Engelirs;null;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":8,"startOffset":0,"start":3030,"end":3030}];[{"endOffset":8,"startOffset":0,"start":"\/div[124]","end":"\/div[124]"}];30303038;
3118;3125;97;1;Anshelm;null;overlap;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":14,"startOffset":7,"start":3111,"end":3111}];[{"endOffset":14,"startOffset":7,"start":"\/div[128]","end":"\/div[128]"}];31183125;
3118;3166;97;1;Anshelm,ein helt chuone unde snel,uon Moringen;Anshelm;overlap_max;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":12,"startOffset":7,"start":"3111","end":"3154"}];[{"endOffset":12,"startOffset":7,"start":"\/div[128]","end":"\/div[130]"}];31183166;
3171;3196;97;1;sinin snellen iungelingen;# Christen Kollektiv;null;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":29,"startOffset":4,"start":"3167","end":"3167"}];[{"endOffset":29,"startOffset":4,"start":"\/div[131]","end":"\/div[131]"}];31713196;
3198;3225;97;1;Gotefrit des kaisers uanere;Gotefrit;overlap_max;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":3225,"startOffset":3198,"start":0,"end":0}];[{"endOffset":8,"startOffset":0,"start":"\/div[132]","end":"\/div[132]"}];31983225;
3207;3218;97;1;des kaisers;null;overlap;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":20,"startOffset":9,"start":"3198","end":"3198"}];[{"endOffset":20,"startOffset":9,"start":"\/div[132]","end":"\/div[132]"}];32073218;
3264;3275;97;1;dem keisere;Karl;null;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":15,"startOffset":4,"start":"3260","end":"3260"}];[{"endOffset":15,"startOffset":4,"start":"\/div[134]","end":"\/div[134]"}];32643275;
3367;3376;97;1;di herren;zwölf Fürsten (Christen);null;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":9,"startOffset":0,"start":"3367","end":"3367"}];[{"endOffset":9,"startOffset":0,"start":"\/div[137]","end":"\/div[137]"}];33673376;
3636;3639;97;1;got;Gott (christlich);null;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":17,"startOffset":14,"start":3622,"end":3622}];[{"endOffset":17,"startOffset":14,"start":"\/div[146]","end":"\/div[146]"}];36363639;
3735;3751;97;1;der helt Rovlant;Ruolant;null;0;0;0;R_AAC;5;null;["PER"];[{"endOffset":26,"startOffset":10,"start":3725,"end":3725}];[{"endOffset":26,"startOffset":10,"start":"\/div[149]","end":"\/div[149]"}];37353751;
3834;3837;97;1;got;Gott (christlich);null;0;0;1;R_AAC;5;null;["PER"];[{"endOffset":13,"startOffset":10,"start":3824,"end":3824}];[{"endOffset":13,"startOffset":10,"start":"\/div[153]","end":"\/div[153]"}];38343837;
3958;3970;97;1;des kaiseres;Karl;null;0;0;1;R_AAC;6;null;["PER"];[{"endOffset":24,"startOffset":12,"start":"3946","end":"3946"}];[{"endOffset":24,"startOffset":12,"start":"\/div[158]","end":"\/div[158]"}];39583970;
3990;4007;97;1;snelle iungelinge;# Christen Kollektiv;null;0;0;1;R_AAC;6;null;["PER"];[{"endOffset":28,"startOffset":11,"start":"3979","end":"3979"}];[{"endOffset":28,"startOffset":11,"start":"\/div[159]","end":"\/div[159]"}];39904007;
4016;4026;97;1;der keiser;Karl;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":15,"startOffset":5,"start":"4011","end":"4011"}];[{"endOffset":15,"startOffset":5,"start":"\/div[160]","end":"\/div[160]"}];40164026;
4054;4062;97;1;sine man;zwölf Fürsten (Christen);null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":28,"startOffset":20,"start":"4034","end":"4034"}];[{"endOffset":28,"startOffset":20,"start":"\/div[161]","end":"\/div[161]"}];40544062;
4064;4072;97;1;di boten;# Christen Kollektiv;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":8,"startOffset":0,"start":"4064","end":"4064"}];[{"endOffset":8,"startOffset":0,"start":"\/div[162]","end":"\/div[162]"}];40644072;
4274;4283;97;1;di heiden;# Heiden Kollektiv;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":23,"startOffset":14,"start":4260,"end":4260}];[{"endOffset":23,"startOffset":14,"start":"\/div[170]","end":"\/div[170]"}];42744283;
4332;4342;97;1;den liuten;# Christen Kollektiv;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":24,"startOffset":14,"start":4318,"end":4318}];[{"endOffset":24,"startOffset":14,"start":"\/div[172]","end":"\/div[172]"}];43324342;
4383;4386;97;1;got;Gott (christlich);null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":21,"startOffset":18,"start":4365,"end":4365}];[{"endOffset":21,"startOffset":18,"start":"\/div[174]","end":"\/div[174]"}];43834386;
4436;4455;97;1;der michelen heiden;# Heiden Kollektiv;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":19,"startOffset":0,"start":4436,"end":4436}];[{"endOffset":19,"startOffset":0,"start":"\/div[177]","end":"\/div[177]"}];44364455;
4520;4527;97;1;daz her;# Christen Kollektiv;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":12,"startOffset":5,"start":"4515","end":"4515"}];[{"endOffset":12,"startOffset":5,"start":"\/div[180]","end":"\/div[180]"}];45204527;
4546;4549;97;1;got;Gott (christlich);null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":11,"startOffset":8,"start":4538,"end":4538}];[{"endOffset":11,"startOffset":8,"start":"\/div[181]","end":"\/div[181]"}];45464549;
4613;4623;97;1;der keiser;Karl;null;0;0;0;R_AAC;6;null;["PER"];[{"endOffset":10,"startOffset":0,"start":4613,"end":4613}];[{"endOffset":10,"startOffset":0,"start":"\/div[184]","end":"\/div[184]"}];46134623;
4694;4706;97;1;min trechtin;Gott (christlich);null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":27,"startOffset":15,"start":"4679","end":"4679"}];[{"endOffset":27,"startOffset":15,"start":"\/div[186]","end":"\/div[186]"}];46944706;
4806;4809;97;1;got;Gott (christlich);null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":9,"startOffset":6,"start":4800,"end":4800}];[{"endOffset":9,"startOffset":6,"start":"\/div[191]","end":"\/div[191]"}];48064809;
5080;5084;97;1;gote;Gott (christlich);null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":17,"startOffset":13,"start":5067,"end":5067}];[{"endOffset":17,"startOffset":13,"start":"\/div[202]","end":"\/div[202]"}];50805084;
5121;5131;97;1;die heiden;# Heiden Kollektiv;null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":10,"startOffset":0,"start":5121,"end":5121}];[{"endOffset":10,"startOffset":0,"start":"\/div[204]","end":"\/div[204]"}];51215131;
5212;5217;97;1;gotes;Gott (christlich);null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":8,"startOffset":3,"start":5209,"end":5209}];[{"endOffset":8,"startOffset":3,"start":"\/div[208]","end":"\/div[208]"}];52125217;
5272;5283;97;1;den apgoten;Götter (heidnisch);null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":27,"startOffset":16,"start":"5256","end":"5256"}];[{"endOffset":27,"startOffset":16,"start":"\/div[210]","end":"\/div[210]"}];52725283;
5293;5304;97;1;des tuvelis;Teufel;null;0;0;1;R_AAC;7;null;["PER"];[{"endOffset":19,"startOffset":8,"start":"5285","end":"5285"}];[{"endOffset":19,"startOffset":8,"start":"\/div[211]","end":"\/div[211]"}];52935304;
5453;5456;97;1;got;Gott (christlich);null;0;0;1;R_AAC;8;null;["PER"];[{"endOffset":26,"startOffset":23,"start":5430,"end":5430}];[{"endOffset":26,"startOffset":23,"start":"\/div[217]","end":"\/div[217]"}];54535456;
5549;5552;97;1;got;Gott (christlich);null;0;0;1;R_AAC;8;null;["PER"];[{"endOffset":9,"startOffset":6,"start":5543,"end":5543}];[{"endOffset":9,"startOffset":6,"start":"\/div[222]","end":"\/div[222]"}];55495552;
5709;5723;97;1;der erzebiscof;Turpîn;null;0;0;0;R_AAC;8;null;["PER"];[{"endOffset":23,"startOffset":9,"start":"5700","end":"5700"}];[{"endOffset":23,"startOffset":9,"start":"\/div[228]","end":"\/div[228]"}];57095723;
5738;5750;97;1;des keiseres;Karl;null;0;1;0;R_AAC;8;null;["PER"];[{"endOffset":25,"startOffset":13,"start":"5725","end":"5725"}];[{"endOffset":25,"startOffset":13,"start":"\/div[229]","end":"\/div[229]"}];57385750;
5847;5850;97;1;got;Gott (christlich);null;0;1;0;R_AAC;8;null;["PER"];[{"endOffset":3,"startOffset":0,"start":5847,"end":5847}];[{"endOffset":3,"startOffset":0,"start":"\/div[233]","end":"\/div[233]"}];58475850;
6036;6039;97;1;got;Gott (christlich);null;0;1;0;R_AAC;8;null;["PER"];[{"endOffset":22,"startOffset":19,"start":6017,"end":6017}];[{"endOffset":22,"startOffset":19,"start":"\/div[240]","end":"\/div[240]"}];60366039;
6229;6240;97;1;der Cristin;# Christen Kollektiv;null;1;0;0;R_AAC;9;null;["PER"];[{"endOffset":6240,"startOffset":6229,"start":0,"end":0}];[{"endOffset":26,"startOffset":9,"start":"\/div[248]","end":"\/div[248]"}];62296240;
6258;6268;97;1;der biscof;Turpîn;null;0;0;0;R_AAC;9;null;["PER"];[{"endOffset":20,"startOffset":10,"start":"6248","end":"6248"}];[{"endOffset":20,"startOffset":10,"start":"\/div[249]","end":"\/div[249]"}];62586268;
6307;6328;97;1;ir heiligin pilgerime;# Christen Kollektiv;null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":27,"startOffset":6,"start":"6301","end":"6301"}];[{"endOffset":27,"startOffset":6,"start":"\/div[251]","end":"\/div[251]"}];63076328;
6420;6431;97;1;des tuvelis;Teufel;null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":19,"startOffset":8,"start":"6412","end":"6412"}];[{"endOffset":19,"startOffset":8,"start":"\/div[255]","end":"\/div[255]"}];64206431;
6533;6544;97;1;unser herre;Gott (christlich);null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":25,"startOffset":14,"start":"6519","end":"6519"}];[{"endOffset":25,"startOffset":14,"start":"\/div[259]","end":"\/div[259]"}];65336544;
6709;6728;97;1;mine uil libin lute;# Christen Kollektiv;null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":19,"startOffset":0,"start":"6709","end":"6709"}];[{"endOffset":19,"startOffset":0,"start":"\/div[266]","end":"\/div[266]"}];67096728;
6762;6779;97;1;der kuoninc Dauid;# extradiegetisch;null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":27,"startOffset":10,"start":6752,"end":6752}];[{"endOffset":27,"startOffset":10,"start":"\/div[268]","end":"\/div[268]"}];67626779;
6824;6836;97;1;min trechtin;Gott (christlich);null;0;0;1;R_AAC;9;null;["PER"];[{"endOffset":27,"startOffset":15,"start":"6809","end":"6809"}];[{"endOffset":27,"startOffset":15,"start":"\/div[270]","end":"\/div[270]"}];68246836;
